line,Station_nm,IN_AM,OUT_AM,INOUT_R_AM,IN_LUNCH,OUT_LUNCH,INOUT_R_LUNCH,IN_DINNER,OUT_DINNER,INOUT_R_DINNER,OUT_AM_IN_DINNER_RATIO,IN_AM_OUT_DINNER_RATIO,INOUT_R_NIGHT,OUT_DINNER_IN_NIGHT_RATIO,IN_NIGHT,OUT_NIGHT,06-07 IN,06-07 OUT,07-08 IN,07-08 OUT,08-09 IN,08-09 OUT,09-10 IN,09-10 OUT,11-12 IN,11-12 OUT,12-13 IN,12-13 OUT,13-14 IN,13-14 OUT,16-17 IN,16-17 OUT,17-18 IN,17-18 OUT,18-19 IN,18-19 OUT,19-20 IN,19-20 OUT,20-21 IN,20-21 OUT,21-22 IN,21-22 OUT,22-23 IN,22-23 OUT,23-24 IN,23-24 OUT,00-01 IN,00-01 OUT
7호선,장암,45734,7742,590.7259106,8042,4644,173.1696813,12481,9617,129.7805969,62.03028603,475.553707,51.58296943,508.8359788,1890,3664,7254,1629,19716,1684,13326,2134,5438,2295,2499,1713,2785,1571,2758,1360,3680,1249,4648,1765,3886,2905,2419,3117,1528,1830,1141,1114,513,1199,218,1025,18,326
7호선,중화,150966,56807,265.7524601,58810,40957,143.5896184,76346,140956,54.16300122,74.40730359,107.1015069,39.73568915,509.5654689,27662,69615,17333,5074,44514,10244,56742,26138,32377,15351,18448,12889,20932,13360,19430,14708,19276,24166,21691,29609,24531,41755,17210,42889,12914,26703,12564,23923,9859,24255,4391,16151,848,5286
7호선,건대입구,64433,119808,53.78021501,64822,96566,67.1271462,179984,173115,103.9678826,66.56591697,37.21976721,189.379088,169.3785101,102206,53969,5788,8874,14899,21252,24160,50314,19586,39368,17912,30862,21477,32423,25433,33281,39947,32718,50592,40427,48838,60446,38424,46886,42130,25356,39858,20857,36842,17605,21842,10026,3664,5481
7호선,면목,228526,76679,298.0294474,76436,57719,132.4277967,94036,198470,47.38046052,81.54217534,115.1438505,32.61527303,630.5238746,31477,96510,26153,6353,67905,10290,87245,36381,47223,23655,24590,15217,26094,20931,25752,21571,30352,34639,29134,43168,27786,59610,22091,59112,15025,36580,12740,34409,12201,32951,5625,21854,911,7296
7호선,군자(능동),160613,67911,236.5051317,64662,39468,163.8339921,112102,129702,86.43043284,60.57965068,123.8323233,73.69118296,287.8620414,45057,61143,15786,8712,39252,10528,64742,28181,40833,20490,20223,11786,22218,12908,22221,14774,24520,21196,29167,26837,37760,40864,24950,38652,20225,23349,19028,21961,16417,20889,8003,13705,1609,4588
7호선,공릉(서울과학기술대),140132,79325,176.655531,66298,53203,124.6132737,100439,149392,67.23184642,78.97828533,93.80154225,50.65221074,384.3375354,38870,76739,15755,5642,44668,15927,50622,36177,29087,21579,20484,14512,22572,18227,23242,20464,30648,24280,30477,31553,34384,44038,19918,45645,15660,28156,15004,25516,13944,24658,8271,19304,1651,7261
7호선,도봉산,154028,57936,265.8588788,46822,45487,102.9349045,49180,135282,36.35369081,117.8039854,113.8569802,10.93689973,1484.983535,9110,83296,17910,5842,62568,8589,46880,20342,26670,23163,15305,15591,15959,14769,15558,15127,20223,19333,19275,24429,15938,36391,8616,45236,5351,29226,4081,26873,3531,27614,1288,20219,210,8590
7호선,어린이대공원(세종대),89675,172962,51.8466484,89735,131099,68.44827192,184952,116672,158.5230389,93.5172369,76.86077208,160.1023997,132.7794785,87869,54883,8327,9912,20050,18278,36262,81258,25036,63514,23234,47417,31065,39291,35436,44391,52842,25359,63811,28519,58394,37248,35040,30830,27707,20075,29369,18344,32083,18242,21628,13368,4789,4929
7호선,중곡,137136,52426,261.580132,50332,32454,155.0872003,58971,110427,53.40270043,88.90132438,124.1870195,29.04369647,691.3786627,15972,54993,14059,6266,36851,12072,54303,21630,31923,12458,16732,9581,17011,10792,16589,12081,17939,18260,20570,23023,17463,33995,12487,32668,8451,20741,7237,19619,5786,18891,2426,12648,523,3835
7호선,마들,194257,35783,542.8751083,63564,38498,165.1098758,47867,148054,32.33077121,74.75505045,131.206857,15.21845788,1256.078731,11787,77452,24100,4827,69806,8818,64435,11392,35916,10746,21419,10818,22908,12832,19237,14848,16720,23502,16371,29272,14662,41445,9890,47302,6944,30035,5353,25870,4132,25854,1969,18731,333,6997
7호선,태릉입구,82140,68600,119.7376093,50067,51419,97.37062175,98940,97574,101.3999631,69.33495048,84.18226167,67.72709536,295.8850108,32977,48691,8650,7373,24026,11640,29454,29338,20010,20249,14024,19236,17782,15322,18261,16861,26099,19271,30461,22253,31567,29582,20682,27829,16230,17910,15169,16421,11662,16442,5338,10615,808,5213
7호선,사가정,203973,74989,272.0038939,79980,57729,138.5438861,101604,199563,50.91324544,73.80516515,102.2098285,35.73537072,606.0586735,32928,92144,23591,13065,59024,13797,76154,29442,45204,18685,25993,17620,27510,19643,26477,20466,27838,33567,31166,41919,30458,61442,22994,59255,16986,36947,14152,33183,11843,32445,5748,19462,1185,7054
7호선,노원,140971,130082,108.3708738,114613,119288,96.08091342,180735,232964,77.58065624,71.97388442,60.51192459,95.53089788,299.6552789,77744,81381,17438,9046,44127,23215,46042,48997,33364,48824,35014,34305,38763,39799,40836,45184,49868,49724,50099,56471,55322,73734,38279,67025,37035,35734,30740,28974,32165,25739,12393,19405,2446,7263
7호선,고속터미널,68710,186316,36.87820692,104164,103897,100.2569853,239427,113510,210.9303145,77.81745584,60.53211171,378.4956816,109.288197,103863,27441,4027,25283,12018,43645,23671,67950,28994,49438,32628,35542,35696,32649,35840,35706,48334,30652,63404,32598,71598,38864,52003,26800,52422,15248,48074,12966,37601,7878,16590,5190,1598,1407
7호선,광명사거리,353295,96240,367.0978803,126167,96740,130.4186479,147015,328973,44.68907783,65.46270789,107.3933119,29.2398524,790.7814716,41601,142275,39275,15056,108424,20174,131993,31697,73603,29313,41193,28376,43071,32660,41903,35704,40388,54153,46015,68803,44709,108103,31189,96736,25102,55331,19660,53381,14247,49197,6626,30429,1068,9268
7호선,수락산,182482,54258,336.3227542,70958,51579,137.5714923,76693,164043,46.75176631,70.74700429,111.2403455,22.36721558,861.4346479,19043,85138,25813,6368,61954,9579,57606,18746,37109,19565,22901,17004,24294,17414,23763,17161,22869,25758,24143,31907,25187,44987,16344,53137,11019,34012,9061,28357,6472,28274,3117,20710,393,7797
7호선,남구로,127786,203752,62.71643959,55711,56255,99.03297485,188159,133786,140.6417712,108.2871401,95.51522581,63.75084746,355.6908516,37613,59000,18472,8100,36376,29494,41709,114366,31229,51792,18008,18780,18616,18502,19087,18973,22160,25027,34522,40884,86415,43725,42936,29153,24286,20024,18531,22743,12436,21620,5789,11570,857,3067
7호선,철산,320622,95879,334.4027368,110139,84584,130.2125698,142241,334129,42.57068378,67.40602217,95.95754933,42.97340086,557.0023505,59987,139591,33795,10852,104603,18210,118271,36038,63953,30779,36675,24555,37606,27889,35858,32140,34701,46585,41607,64995,45923,109177,29146,102750,25565,57207,25758,49986,21906,46638,10633,32065,1690,10902
7호선,남성,162327,48009,338.1178529,58941,43362,135.9277709,63635,133161,47.78801601,75.44433095,121.9028094,36.94982793,543.9583333,24480,66252,14585,5665,45175,7419,65309,18883,37258,16042,19681,13829,19372,13700,19888,15833,17172,22704,18611,28195,21285,43829,12789,37242,10950,23895,11213,23729,8291,22846,4162,14738,814,4939
7호선,부평구청,191672,41140,465.9017987,49664,25123,197.6833977,59954,127123,47.16219724,68.61927478,150.7768067,23.42648135,793.9233075,16012,68350,25390,6160,73325,12733,60481,14141,32476,8106,17169,6934,17031,8183,15464,10006,14131,15715,20940,22577,18937,36981,11473,40695,8604,26870,7413,23773,5852,23465,2454,15403,293,5709
7호선,용마산,98997,26550,372.8700565,30122,20794,144.859094,29900,73799,40.51545414,88.79598662,134.1440941,18.27208796,1000.121968,7379,40384,11767,2930,30075,4636,37000,11145,20155,7839,10415,5738,10303,6918,9404,8138,9368,12171,9444,15065,9594,22274,6529,22300,4333,14160,3245,13658,2558,14136,1296,9184,280,3406
7호선,숭실대입구(살피재),158623,100945,157.1380455,73653,79420,92.73860489,130487,164697,79.22852268,77.3601968,96.3120154,72.32479004,274.7835227,59937,82872,14828,6472,45430,11276,62530,49470,35835,33727,23305,29097,23482,22107,26866,28216,41646,27633,45518,33666,38312,54821,25462,46812,21195,29398,24411,27839,20307,27326,12761,20763,2458,6944
7호선,학동,44932,415642,10.8102646,61984,86432,71.71417993,346249,73925,468.3787623,120.0413575,60.7805208,319.0104357,84.55529121,87428,27406,6300,22534,10284,52128,14568,196806,13780,144174,16381,31676,21369,26132,24234,28624,40004,20180,58245,22261,162294,24359,82868,16363,42842,10942,40886,9898,31179,8515,13161,6357,2202,2636
7호선,신풍,146382,64594,226.6185714,56452,40882,138.0852209,73944,126820,58.30626084,87.3552959,115.4250118,33.76580827,615.2726567,20612,61044,16833,11542,41306,12668,54923,23634,33320,16750,18186,13022,19123,13124,19143,14736,20104,20888,23863,29146,24496,41910,14970,34434,10615,21330,9430,22716,7334,21526,3259,12711,589,4091
7호선,부천종합운동장,73405,27679,265.201055,22696,13945,162.7536752,31738,49824,63.70022479,87.21091436,147.3285967,31.26401462,661.7611901,7529,24082,8018,3115,24488,5904,27508,12333,13391,6327,7477,4376,7853,4403,7366,5166,7445,7284,9200,10086,12356,16025,6058,14731,4124,8982,4239,7998,2275,8335,914,5605,101,2144
7호선,굴포천,127695,33474,381.4751748,42900,30661,139.9171586,50527,132513,38.12984386,66.24972787,96.36413031,29.14336947,741.2070701,17878,61345,17550,3634,42891,5803,42443,13523,24811,10514,14224,8781,14642,10148,14034,11732,12974,18190,15256,24964,16746,39157,10191,42042,8334,26350,7292,22075,6593,21240,3495,13171,498,4859
7호선,부천시청,131851,76925,171.4020149,53835,52064,103.4015827,103270,150496,68.61976398,74.48920306,87.6109664,73.93506376,368.1859327,40875,55285,16653,7656,47024,16881,44377,30566,23797,21822,16869,15558,18600,16579,18366,19927,23338,23815,28484,28864,31067,48414,21480,47382,22239,25836,19323,19595,14931,17212,5696,13482,925,4996
7호선,강남구청,35849,260635,13.75448424,46912,72687,64.53973888,222568,72000,309.1222222,117.1035369,49.79027778,319.0670458,92.98961616,77428,24267,4532,13253,8170,32968,12189,116147,10958,98267,13024,25712,15234,22626,18654,24349,28969,19618,39872,20620,89774,23383,55922,16886,37000,11111,35326,9285,28522,7290,11637,5153,1943,2539
7호선,춘의,82682,109731,75.34971886,34571,26303,131.4336768,105149,70600,148.9362606,104.3576258,117.1133144,49.74764886,391.3959419,18038,36259,10804,6220,27159,30525,27516,55035,17203,17951,10933,8404,11754,8041,11884,9858,12767,11664,26967,14592,47056,20550,18247,21331,12879,14127,10193,12878,5268,11986,2248,8359,329,3036
7호선,까치울,115371,28573,403.7762923,35355,29724,118.9442874,44351,99244,44.68884769,64.42470294,116.2498489,24.97584329,872.6281544,11373,45536,11568,4256,35852,5902,45053,11018,22898,7397,11232,9647,11894,9924,12229,10153,13203,14201,14278,20745,13855,31663,9266,28887,6952,17949,5670,16302,3869,16869,1626,9534,208,2831
7호선,온수(성공회대입구),166841,66669,250.2527412,44882,33257,134.9550471,61525,133024,46.25105244,108.3608289,125.4217284,27.90535949,753.4209334,17656,63271,17458,5874,54450,16283,65513,25462,29420,19050,14622,9605,15882,11531,14378,12121,21038,17060,23230,23203,19723,44508,10343,41404,8229,23909,8213,22346,5715,20112,3085,13593,643,7220
7호선,신중동,154818,104739,147.8131355,65717,53882,121.9646635,125820,162024,77.6551622,83.24511206,95.55251074,54.99745065,429.1685429,37753,68645,19037,5969,53848,17049,52422,48035,29511,33686,21022,16795,22718,17690,21977,19397,25160,25359,31274,31011,47493,49291,23361,53764,23692,27958,16454,23065,13490,21764,6739,17273,1070,6543
7호선,먹골,142879,37152,384.579565,53502,38897,137.5478829,63830,136213,46.86043182,58.20460598,104.893806,34.99153393,610.3006407,22319,63784,15303,4010,43345,5791,53587,15947,30644,11404,16799,11456,18342,13461,18361,13980,17379,22720,18490,27991,20636,40810,13925,42647,10779,24765,10116,22413,7930,21708,3600,14680,673,4983
7호선,이수,131429,107464,122.3004913,74790,69001,108.3897335,141135,179833,78.4811464,76.14270025,73.08391674,121.0513432,227.2799656,79124,65364,11627,9414,31654,16236,54305,47212,33843,34602,22699,21228,24650,22809,27441,24964,30124,31218,33999,40131,48680,62684,29910,48579,28546,28439,30628,24880,28567,21961,16587,13546,3342,4977
7호선,가산디지털단지,79369,771149,10.29230408,97141,128971,75.32003319,739218,129614,570.3226503,104.3195647,61.23489746,354.1162438,90.95272513,142507,40243,10128,23581,22495,105041,25675,426188,21071,216339,25475,44549,32200,41515,39466,42907,67112,35835,150976,37536,343079,41947,156695,32502,88468,17629,79744,14548,42092,13275,18272,9159,2399,3261
7호선,내방,86911,175434,49.54056796,58394,55602,105.0214021,164174,101707,161.4185848,106.8585769,85.45232875,123.1790666,201.5436747,50464,40968,8228,12151,21159,25146,33226,89729,24298,48408,18241,17514,19191,17719,20962,20369,27512,20790,35969,24668,73983,34379,32292,26192,21930,16468,24030,14409,18042,13797,7089,8582,1303,4180
7호선,청담,60220,376688,15.98670518,65256,85081,76.69867538,294855,92636,318.2941837,127.7536416,65.00712466,243.9785597,109.417337,84663,34701,8197,26951,13814,66454,20783,173141,17426,110142,19585,29658,21881,26931,23790,28492,41131,24126,60596,26383,119334,30677,72257,21432,42668,14144,40070,13357,32564,10134,10549,6706,1480,4504
7호선,보라매,85662,102360,83.6869871,45041,38287,117.6404524,89822,88381,101.6304409,113.9587184,96.92354692,61.37314185,362.8268812,24359,39690,8140,10559,22362,23658,33935,48937,21225,19206,15197,11841,14608,12951,15236,13495,22891,15191,24363,18895,37479,30362,16030,24464,11950,14660,11210,14208,9018,12999,3516,9143,615,3340
8호선,수진,60809,32252,188.5433461,30845,24373,126.5539737,35278,51970,67.88147008,91.42241624,117.0078892,43.37515176,484.8852398,10718,24710,7126,3191,16499,5647,23044,15033,14140,8381,9762,7653,10599,6826,10484,9894,12765,9895,12526,11245,10614,16353,6758,14913,5380,9459,5134,8950,3601,8492,1728,5469,255,1799
8호선,강동구청,124477,72078,172.6976331,49478,36849,134.2723005,74003,111676,66.26580465,97.3987541,111.462624,35.13497252,637.4564758,17519,49862,12013,6115,36921,14490,47616,36506,27927,14967,16235,10311,16344,12566,16899,13972,17113,20631,20439,23821,30484,37026,13466,31278,9614,19551,8548,17995,6126,18234,2382,9966,463,3667
8호선,석촌,74188,59194,125.33027,39470,41631,94.80915664,63547,102428,62.04065295,93.149952,72.42941383,73.68596397,356.2341321,28753,39021,6523,4088,19652,9082,30255,25895,17758,20129,12198,12544,13467,13917,13805,15170,14509,18545,17301,21888,21315,33682,12609,28976,12322,17882,14201,14995,9939,12577,4017,8580,596,2869
8호선,장지,187166,132403,141.3608453,75875,82863,91.56680304,169852,177978,95.43426716,77.95198173,105.1624358,78.43809625,302.7506081,58787,74947,19461,10388,58622,22651,68431,59686,40652,39678,22827,25493,25379,29569,27669,27801,37475,32927,42564,40935,62366,59211,37107,49039,27815,28793,29935,27798,21398,25660,6332,16187,1122,5302
8호선,단대오거리,143221,59717,239.8328784,57971,33985,170.5781963,75781,127425,59.47106141,78.8020744,112.3963116,29.60880083,663.0847687,19217,64903,17316,6255,43492,12705,52615,25750,29798,15007,18336,9543,20213,11990,19422,12452,20561,23048,23013,25695,27658,40112,14997,36792,10113,24826,8607,23224,6814,22480,3184,14850,612,4349
8호선,복정,133193,72207,184.4599554,50148,34898,143.6987793,96016,110222,87.11146595,75.20309115,120.840667,54.56601222,426.9026686,25819,47317,13548,10083,39555,13495,49750,26654,30340,21975,15618,9893,17512,12886,17018,12119,23453,17128,31482,22705,33428,34868,18202,31652,12904,20997,10964,19155,10321,17541,3861,8606,673,2015
8호선,몽촌토성(평화의문),46172,86714,53.24630394,42340,35191,120.3148532,68350,55116,124.0111764,126.8675933,83.77240729,110.0828127,242.4706348,22731,20649,4561,5516,11752,11153,17518,42236,12341,27809,12336,12018,15862,11343,14142,11830,13710,11378,17221,13481,26705,17784,12694,14404,11730,9447,11348,7279,7440,7643,3421,4204,522,1523
8호선,암사,295980,54636,541.730727,85113,51798,164.3171551,83777,217690,38.48454224,65.21599007,135.9639855,20.21685503,1029.559213,21144,104586,27774,9083,92007,9614,116410,19577,59789,16362,28561,14803,28876,16745,27676,20250,24417,33798,26595,44015,27399,71410,17298,62424,12485,39841,10107,39418,7226,35479,3147,23790,664,5899
8호선,문정,95641,299001,31.98684954,64688,65529,98.71659876,256618,108754,235.9618957,116.5159887,87.94251246,140.0783319,175.7668811,61874,44171,7641,10588,27844,39645,36512,171636,23644,77132,19480,22288,21057,19244,24151,23997,30679,21014,50644,26455,127471,34414,47704,29755,30799,18130,28586,15682,23884,16254,8203,9055,1201,3180
8호선,신흥,52805,18597,283.9436468,23779,22782,104.376262,31851,60995,52.21903435,58.38749176,86.57266989,38.82696595,603.7913284,10102,26018,6765,2551,14827,3384,18995,6715,12218,5947,7947,6003,7921,7715,7911,9064,9762,12952,10254,13729,9657,19212,6662,16921,5278,11133,4515,10177,3581,8541,1662,5483,344,1817
8호선,산성,77625,36507,212.6304544,28680,18185,157.7124003,36801,64714,56.86713849,99.20110867,119.9508607,18.18207252,995.7531928,6499,35744,8531,7822,22936,5122,29592,15631,16566,7932,9159,5898,10243,5880,9278,6407,13068,10543,16946,13396,9831,20387,5850,18249,4174,12682,3310,13044,2107,13187,905,7230,177,2283
8호선,잠실(송파구청),41823,175385,23.84639507,52357,108568,48.22507553,207941,142010,146.4270122,84.34363594,29.45074291,313.1371781,161.5457245,87907,28073,4100,11571,9829,33281,15523,81723,12371,48810,13549,35998,16984,34848,21824,37722,36784,35119,47810,40103,70993,49798,45034,34100,44104,18009,41598,12313,33205,9170,11494,4792,1610,1798
8호선,천호(풍납토성),197452,104260,189.3842317,81314,82272,98.83556982,139706,252080,55.42129483,74.62814768,78.32910187,48.00645122,535.998299,47030,97966,21127,13775,54277,21307,76166,36193,45882,32985,25417,25331,27037,26364,28860,30577,30890,42904,36941,56785,45160,84850,31401,70517,26204,39928,20273,37342,16949,33152,8184,20234,1624,7238
8호선,남한산성입구(성남법원.검찰청),202994,92312,219.8999047,71004,49762,142.687191,90555,148447,61.00156958,101.9402573,136.7451009,21.85809814,834.8161062,17782,81352,23388,6452,60040,12409,78216,39277,41350,34174,23093,13675,25205,16222,22706,19865,27478,23956,31574,31116,31722,46737,16330,43118,10929,27476,8163,28616,6321,29113,2807,17933,491,5690
8호선,가락시장,46084,84364,54.62519558,36651,37338,98.16005142,76726,73453,104.4559106,109.9549045,62.73943882,104.437132,243.6171271,30151,28870,5564,7180,11928,14475,15942,42316,12650,20393,11957,12196,11898,12654,12796,12488,15309,14649,18532,17601,29876,23912,15559,19075,12759,12865,13592,11028,10620,8975,5016,6099,923,2768
8호선,송파,122310,57875,211.3347732,48890,32024,152.6667499,61447,103931,59.1228796,94.18686022,117.6838479,29.66660688,698.1325989,14887,50181,12210,4939,37724,18277,45484,22034,26892,12625,15809,8464,17223,10563,15858,12997,21001,18963,19165,22076,21866,33303,11851,30147,8565,18405,7148,18763,5245,16598,2207,11841,287,2979
8호선,모란,37380,24791,150.7805252,28477,21568,132.0335682,39892,32699,121.9976146,62.14529229,114.3154225,92.45522493,249.3822453,13112,14182,3465,3193,11025,5426,14262,9704,8628,6468,8104,7141,9732,6888,10641,7539,13020,8084,12717,8850,13137,10621,8506,7801,5532,5427,5261,5266,4704,4517,2457,2900,690,1499
9호선,양천향교,90004,68215,131.9416551,41368,29772,138.9493484,70611,85636,82.45480873,96.60676099,105.1006586,30.91323489,539.6433298,15869,51334,10765,11067,30119,10570,30615,31541,18505,15037,12668,9141,14376,10288,14324,10343,18041,12804,21879,17219,27661,24424,12758,26291,8313,17702,7431,17667,5436,17443,2495,12185,507,4039
9호선,당산,186339,94690,196.7884676,93409,65998,141.5330768,144113,208099,69.2521348,65.70538397,89.54343846,48.92916864,380.3187309,54717,111829,20785,8402,55226,16904,68383,43392,41945,25992,30396,20053,31995,21852,31018,24093,30552,31956,39009,44476,51190,66657,29615,58071,24299,38895,22553,38916,19801,39892,10547,25495,1816,7526
9호선,염창,252395,51786,487.3807593,79591,43862,181.4577539,79034,219461,36.01277676,65.52369866,115.0067666,20.18296499,895.3571866,24511,121444,29492,5566,82387,9013,91209,23250,49307,13957,27264,11703,27082,15123,25245,17036,20542,28654,23858,39806,27874,68226,15331,68404,11971,43025,10771,40081,8667,42272,4264,29316,809,9775
9호선,여의도,42073,360384,11.67449165,69958,81260,86.09155796,354587,92066,385.144353,101.6348597,45.69873786,296.7431408,104.0634784,88471,29814,4956,24662,10293,118328,13398,157640,13426,59754,21197,26713,22229,25159,26532,29388,41167,24280,101086,25489,142730,31040,63902,23161,46869,12376,45390,10343,30151,10730,11163,6088,1767,2653
9호선,신목동,59741,15205,392.9036501,18705,12364,151.2859916,21241,43560,48.76262626,71.58325879,137.1464646,23.63828662,749.6128033,5811,24583,7422,2071,21414,3279,20016,5536,10889,4319,6271,3193,6440,4124,5994,5047,6258,6641,7665,8821,7100,14064,3590,12506,2886,8169,2415,7545,2226,9172,941,5860,229,2006
9호선,노량진,251048,217708,115.3140904,125347,124367,100.7879904,216777,293831,73.77608217,100.4294736,85.43958942,101.9896462,203.1956018,144605,141784,25623,22915,67506,62049,100457,82908,57462,49836,35572,35961,41848,42641,47927,45765,47072,50109,57399,68222,74848,98234,43031,76993,41499,50382,52110,50247,69500,49964,20745,32171,2250,9402
9호선,신논현,137180,271172,50.5878188,121122,143641,84.32272123,357828,308000,116.1779221,75.78277832,44.53896104,204.2226468,155.7451241,197759,96835,16573,17453,35943,49961,48509,107862,36155,95896,34362,44936,40445,47277,46315,51428,61744,51541,82248,70132,119562,107948,87887,86003,68131,43917,75523,38427,75359,32199,39797,20637,7080,5572
9호선,사평,33867,16997,199.2528093,16207,12280,131.9788274,24226,33024,73.35876938,70.16015851,102.552689,32.48036483,643.9937598,5128,15788,3300,1887,10422,4690,12059,6662,8086,3758,5211,2719,5571,4214,5425,5347,7678,6339,7938,7544,7982,10646,5058,8856,3248,5978,2365,5827,1927,5692,697,2977,139,1292
9호선,증미,63607,55836,113.9175442,30403,24928,121.9632542,62911,63834,98.5540621,88.753954,99.64439014,45.9264172,485.1713917,13157,28648,8094,2570,21408,6786,21900,33515,12205,12965,9817,7926,10127,7811,10459,9191,10869,12047,13995,12629,30904,20927,10640,18996,7372,11282,6416,9972,4668,9366,1790,7198,283,2112
9호선,신반포,23282,27687,84.09000614,17251,16258,106.1077623,31315,30690,102.036494,88.41449784,75.86184425,90.9948542,289.2554194,10610,11660,2106,3382,6087,8023,8261,8971,6828,7311,4813,5177,5785,4743,6653,6338,9434,7523,9130,7707,10101,9669,6676,8629,5408,4685,5446,4065,3478,4107,1496,2669,190,819
9호선,노들,59101,15114,391.0348022,25102,14599,171.9432838,23835,47261,50.4327035,63.41095028,125.0523688,32.28672986,619.4102228,7630,23632,6231,1508,18668,3282,21283,4890,12919,5434,8192,4237,8423,4502,8487,5860,7172,8541,7859,9474,7795,15475,4706,13625,3475,8687,3393,8209,2945,8562,1048,5297,244,1564
9호선,구반포,19082,19557,97.57120213,16253,18591,87.42402238,27592,29925,92.20384294,70.87924036,63.76608187,94.01069519,283.7030717,10548,11220,2042,2225,5477,3558,6530,7434,5033,6340,4572,5717,5229,5979,6452,6895,7081,7097,7107,7707,9656,9380,6246,8164,4583,4674,4696,3854,4575,3993,1113,2502,164,871
9호선,동작(현충원),20232,16584,121.9971056,17548,11498,152.6178466,15268,13940,109.5265423,108.6193346,145.1362984,48.27006247,346.9387755,4018,8324,2070,1684,5835,1837,7681,5817,4646,7246,7719,2925,5383,3638,4446,4935,5831,2748,5566,3235,5156,4511,2574,3741,1972,2453,1744,2507,1335,2662,789,1612,150,1543
9호선,샛강,18926,56607,33.43402759,20779,22173,93.71307446,63052,36762,171.5140634,89.77827825,51.48250911,170.0035186,190.2204284,19326,11368,2304,4619,4845,13296,6223,24541,5554,14151,6014,7839,6912,6914,7853,7420,10246,7699,16203,9555,26191,12350,10994,9757,9664,5100,8466,4094,6530,3812,3541,2402,789,1060
9호선,고속터미널,61074,110046,55.49860967,66277,138576,47.82718508,157785,209036,75.48221359,69.74427227,29.21697698,107.3912708,300.7322793,69509,64725,5594,17262,16418,24734,21482,32163,17580,35887,18001,45844,22465,45484,25811,47248,37407,56238,41159,59532,42489,67072,37806,50049,36331,32383,32454,26438,25086,23091,10506,12471,1463,2725
9호선,등촌,123897,44710,277.1125028,54196,37380,144.9866239,56709,121353,46.73061235,78.84110106,102.0963635,30.02661147,746.879616,16248,54112,14670,4504,39300,7613,44726,19375,25201,13218,18510,9981,18333,13100,17353,14299,17372,20806,18454,23879,19438,39120,10505,37238,8312,21116,7050,20377,5671,18225,2904,11770,623,3740
9호선,가양,254047,106727,238.0344243,102135,67055,152.3152636,131444,232060,56.64224769,81.19579441,109.4747048,28.30580572,681.1270913,34070,120364,29954,9295,85899,27235,88209,43694,49985,26503,34306,19174,34857,20682,32972,27199,34080,38202,41986,45268,46852,69349,24634,71811,17972,45632,15959,40448,12111,41874,5108,28864,892,9178
9호선,공항시장,32890,11985,274.4263663,16119,12012,134.1908092,16529,37643,43.90989029,72.50892371,87.37348245,25.97297168,692.094135,5439,20941,5175,1485,9451,2287,10978,4059,7286,4154,4816,3731,5638,3873,5665,4408,4960,7192,5257,8255,4986,10986,3339,11030,2947,7372,2425,6982,1763,7029,1072,5037,179,1893
9호선,마곡나루,87691,68840,127.3837885,41968,34701,120.9417596,89062,100269,88.82306595,77.29446902,87.45574405,57.47811886,320.0925778,31325,54499,10429,5322,30146,12424,30528,32148,16588,18946,12545,10633,14416,11835,15007,12233,17748,14137,24573,19922,34156,30772,16842,29922,13491,19653,13376,18697,11489,18926,5549,12205,911,4671
9호선,선유도,56387,67633,83.37202253,28074,24247,115.7833959,73550,55497,132.5296863,91.95513256,101.6036903,61.61667514,352.2277228,15756,25571,5823,4500,19454,10768,20182,35785,10928,16580,9108,7586,9464,7588,9502,9073,12079,10849,17690,11530,34071,18245,13649,16128,8140,9594,7178,8651,5677,8972,2464,6079,437,1869
9호선,김포공항,48907,85376,57.2842485,44634,74160,60.18608414,95496,101198,94.36550129,89.4026975,48.3280302,218.6430955,241.3671381,41927,19176,5321,17994,14753,22227,15621,23446,13212,21709,14288,22759,14148,24059,16198,27342,19341,26835,24273,31614,29350,34970,22102,23359,19771,11255,18949,7147,17479,6198,5276,3858,223,1973
9호선,흑석(중앙대입구),70096,72979,96.0495485,52101,54239,96.05818691,99934,104165,95.93817501,73.02719795,67.29323669,92.22986404,224.4983728,46399,50308,6842,5886,20340,12726,25209,32793,17705,21574,15515,17494,17871,18596,18715,18149,26246,18263,33809,24496,30752,33691,18763,28087,16610,17891,16993,16455,16811,17045,10284,12607,2311,4201
9호선,신방화,96056,28893,332.4542277,34802,22734,153.0834873,34838,83992,41.47775979,82.93530053,114.3632727,23.37422596,839.6680996,10003,42795,14179,2635,32131,6307,31530,12690,18216,7261,11456,6505,12016,7730,11330,8499,13107,13608,10489,16000,11880,25984,6926,25946,5543,16062,4689,14194,3523,14623,1495,10050,296,3928
9호선,국회의사당,23276,264625,8.795843174,56804,65376,86.88815467,244627,48807,501.2129408,108.1748948,47.68988055,419.8190373,84.15290182,57998,13815,2242,11574,4347,46034,7809,146913,8878,60104,15648,21592,20007,21009,21149,22775,32443,13155,55439,15774,118967,16546,42840,10303,27381,6184,29872,5087,19995,4482,7087,3044,1044,1202
